No.,S/N,Spec,Quotation No.,Date Start , Expire Date ,Company,à¸à¸³à¸«à¸à¸´,à¸­à¹à¸²à¸à¸­à¸´à¸,,,29,,S/N, à¸£à¸²à¸à¸²à¸à¸²à¸¢ , à¸§à¸±à¸à¸à¸µà¹ 
1,T1QRJ961DV,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669674145969,,Home,,,,
2,LDQG27F26Q,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669674484707,,iPad Gen9 64GB WiFi+Cellular,,,,
3,PHXDY71QGX,"10.2"", 64GB, WiFi+Cellular",,,,,,,358609375229586,,"10.2"" Rom64GB",,,,
4,TK0MXKT45W,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675609104,,,,,,
5,QJMY99KHC2,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675934221,,,,,,
6,V4LD614W96,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675520947,,,,,,
7,QQTWWD6X6F,"10.2"", 64GB, WiFi+Cellular",,,,,,,358609374953764,,,,,,
8,WX91629X0X,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675923968,,,,,,
9,MKF910JKRH,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675827557,,,,,,
10,NDH7TY6VFR,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669678907117,,,,,,
11,YVJWDQ0HQ7,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675816527,,,,,,
12,GFJJ6RFXH4,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675239332,,,,,,
13,VR635QGXYG,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669674506226,,,,,,
14,TW23JKFJCH,"10.2"", 64GB, WiFi+Cellular",,,,,,,355818721363576,,,,,,
15,TK7XHVFJ14,"10.2"", 64GB, WiFi+Cellular",,,,,,,358609374096663,,,,,,
16,GPP7DCVYCM,"10.2"", 64GB, WiFi+Cellular",,,,,,,358609374825699,,,,,,
17,WRDJX76112,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675072303,,,,,,
18,TX9R3G527R,"10.2"", 64GB, WiFi+Cellular",,,,,,,358609375210198,,,,,,
19,TCW0F3F9NP,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669674482230,,,,,,
20,JWR61K9C3R,"10.2"", 64GB, WiFi+Cellular",,,,,,,358609374192843,,,,,,
21,V7WK0V76XC,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675995982,,,,,,
22,WC1FC79PMQ,"10.2"", 64GB, WiFi+Cellular",,,,,,,358609374261549,,,,,,
23,CYTXL3023D,"10.2"", 64GB, WiFi+Cellular",,,,,,,358609375098361,,,,,,
24,VCT42QNP65,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675261286,,,,,,
25,W0RHHK60HF,"10.2"", 64GB, WiFi+Cellular",,,,,,,355818721956460,,,,,,
26,TY45FXC9PF,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675423365,,,,,,
27,R4Q7M4QY0T,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675558822,,,,,,
28,FWT915W90W,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675079639,,,,,,
29,QDQ0YKLVWG,"10.2"", 64GB, WiFi+Cellular",,,,,,,355669675464146,,,,,,
30,,,,,,,,,,,,,,,
