22,1V8QRL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
23,JV0BML3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
24,54LTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
25,8R2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
26,B7Z0QL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
27,G1JTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
28,7CZ0QL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,,,A,à¸ªà¸à¹à¸­à¸,,,,
29,91JTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,,,A,à¸ªà¸à¹à¸­à¸,,,,
30,F0N4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
31,70N4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
32,B6X8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
33,GS2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
34,3S2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
35,BKW8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,,,A,à¸ªà¸à¹à¸­à¸,,,,
36,6T2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,,,à¸à¸²à¸,à¸ªà¸à¹à¸­à¸,,,,
37,CR2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
38,G0N4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
39,GLW8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
40,5BBKR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
41,HKW8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
42,9KS8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
43,F3LTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
44,FBBKR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
45,HBZ0QL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
46,J8BKR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
47,GW0BML3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
48,29BKR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
49,CBZ0QL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
50,C6X8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
51,1R2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
52,F9BKR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
53,7S2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
54,CKW8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
55,GR2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
56,2T2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
57,DKW8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,,,A,,,,,
58,CW0BML3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
59,HT0BML3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
60,52N4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
61,HLW8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
62,JS0BML3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
63,8ZM4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
64,4T2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
65,CV6MJL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
66,D6Q4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,,,B,,,,,
67,G1N4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
68,43LTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
69,C3LTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
70,JFW8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
71,BLW8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
72,3V0BML3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
73,C2JTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
74,HS2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
75,DJS8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
76,81N4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
77,CQ2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
78,H3JTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
79,C8BKR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
80,8S2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,,,?,,,,,
81,9BZ0QL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
82,5CZ0QL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
83,7BZ1FL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
84,6R2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
85,DW6MJL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
86,10N4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
87,61JTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
88,6M2JQL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
89,JFPCCS3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
90,50N4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,C,,,,,,,
91,3W0BML3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
92,4S8QRL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
93,5JW8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
94,8BZ0QL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
95,1V0BML3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
96,5V0BML3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
97,CR8QRL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
98,C1N4S93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
99,34JTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,A,,,,,,,
100,HBZ1FL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,,,A,à¸ªà¸à¹à¸­à¸,,,,
101,B2JTQG3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
102,DFW8V93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
103,8M2JQL3,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,B,,,,,,,
104,JR2XR93,"i5-1135G7, Ram 16GB, M.2 256GB + HDD1TB, 14""",,,,,,,P,,,,,,,
105,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,
