No.,S/N,Spec,Quotation No.,Date Start , Expire Date ,Company,à¸à¸³à¸«à¸à¸´,à¸­à¹à¸²à¸à¸­à¸´à¸,,,56,,S/N, à¸£à¸²à¸à¸²à¸à¸²à¸¢ , à¸§à¸±à¸à¸à¸µà¹ 
17,GXJ8803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
18,DJ5H703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
19,630C803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
20,9X0K703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
21,DM88803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
22,DR2L703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
23,6SXK703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
24,43K8803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
25,JF5H703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
26,72XK703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
27,6V2L703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
28,D66H703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
29,8N5L703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
30,B8CC803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
31,5T2L703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
32,GWWK703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
33,2Q0K703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
34,DP18803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
35,2WQ8803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
36,2P2L703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
37,3HQK703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
38,DP88803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
39,JFX8803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
40,2M88803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
41,4RQ8803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
42,DP5C803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
43,7N2L703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
44,9SXK703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
45,1D5H703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
46,GGX8803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
47,8K18803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
48,8Z39803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
49,B4XK703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
50,1L2L703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
51,6M88803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
52,4PQ8803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
53,8GX8803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
54,1S2L703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
55,GWJ8803,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
56,5WWK703,"i5-1035G1, Ram 16GB, M.2 250GB + 1TB, 14""",,,,,,,,,,,,,
