No.,S/N,Spec,Quotation No.,Date Start , Expire Date ,Company,à¸à¸³à¸«à¸à¸´,à¸­à¹à¸²à¸à¸­à¸´à¸,,,17,,S/N,à¸£à¸²à¸à¸²à¸à¸²à¸¢, à¸§à¸±à¸à¸à¸µà¹ 
17,NXVPNST03N223020537600,à¸à¸´à¸ Password Bios,,,,,,,,,,,NXVPNST002050289507600,"  4,500 ",7/2/2026
18,NXVPNST00205028C3E7600,"i5-1135G7, Ram 16GB, M.2 1TB, 14""",,,,,,,à¸«à¸à¹à¸²à¸£à¹à¸²à¸ Com,,,,NXVPNST00205028C997600,"  4,500 ",7/2/2026
,,,,,,,,,,,,,NXVPNST002050289727600,"  4,500 ",7/2/2026
,,,,,,,,,,,,,NXVPNST03N223020137600,"  4,500 ",7/2/2026
,,,,,,,,,,,,,NXVPNST002050289437600,"  4,500 ",7/2/2026
,,,,,,,,,,,,,NXVPNST002050289407600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N2230206F7600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N223020347600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N223020617600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028BFB7600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N223020277600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028C637600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N223020467600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N2230204B7600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N2230202E7600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N223020307600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N2230205C7600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST0020502898A7600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028C7F7600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST0020502896C7600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST002050289B17600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028CD97600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028C967600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST002050289997600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST002050289977600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST002050289A27600,"  3,800 ",7/3/2026
,,,,,,,,,,,,,NXVPNST002050289777600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028CC07600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST0020502897C7600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028CA37600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028CC47600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N223020337600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028CF67600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST002050289787600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028C677600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028BFC7600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028B707600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028B727600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028C8E7600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST0020502895B7600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028C5D7600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N2230205A7600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N223020207600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N2230206D7600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N223020187600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028C807600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028C907600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST00205028CDC7600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST03N223020507600,"  4,400 ",7/3/2026
,,,,,,,,,,,,,NXVPNST002050289DF7600,"  5,300 ",7/19/2026
,,,,,,,,,,,,,NXVPNST00205028C8F7600,"  5,300 ",7/19/2026
,,,,,,,,,,,,,NXVPNST03N2230206C7600,"  5,300 ",7/19/2026
,,,,,,,,,,,,,NXVPNST002050289647600,"  4,500 ",5/22/2026
,,,,,,,,,,,,,NXVPNST0020502896D7600,"  4,997 ",5/21/2026
,,,,,,,,,,,,,NXVPNST002050289877600,"  4,877 ",5/21/2026
,,,,,,,,,,,,,NXVPNST00205028CA87600,"  4,787 ",5/21/2026
,,,,,,,,,,,,,NXVPNST03N223020497600,"  4,787 ",5/21/2026
,,,,,,,,,,,,,NXVPNST002050289717600,"  4,787 ",5/21/2026
,,,,,,,,,,,,,NXVPNST03N2230203F7600,"  4,997 ",5/21/2026
,,,,,,,,,,,,,NXVPNST03N2230205B7600,"  4,997 ",5/21/2026
,,,,,,,,,,,,,NXVPNST03N2230203E7600,"  4,997 ",5/21/2026
,,,,,,,,,,,,,NXVPNST03N223020447600,"  4,997 ",5/21/2026
,,,,,,,,,,,,,NXVPNST03N2230204D7600,"  4,997 ",5/21/2026
,,,,,,,,,,,,,NXVPNST002050289687600,"  4,787 ",5/18/2026
,,,,,,,,,,,,,NXVPNST00205028CB77600,"  4,997 ",5/18/2026
,,,,,,,,,,,,,NXVPNST00205028C857600,"  4,997 ",5/18/2026
,,,,,,,,,,,,,NXVPNST00205028CED7600,"  4,997 ",5/18/2026
,,,,,,,,,,,,,NXVPNST002050289B27600,"  4,997 ",5/18/2026
,,,,,,,,,,,,,NXVPNST002050289457600,"  4,998 ",5/18/2026
,,,,,,,,,,,,,NXVPNST00205028D0D7600,"  4,999 ",5/18/2026
,,,,,,,,,,,,,NXVPNST00205028C727600,"  4,997 ",5/18/2026
,,,,,,,,,,,,,NXVPNST00205028C9C7600,"  4,999 ",5/18/2026
,,,,,,,,,,,,,NXVPNST0020502895C7600,"  4,937 ",5/18/2026
,,,,,,,,,,,,,NXVPNST00205028CB57600,"  4,997 ",5/18/2026
,,,,,,,,,,,,,NXVPNST00205028CA57600,"  4,877 ",5/18/2026
,,,,,,,,,,,,,NXVPNST00205028CD87600,"  4,787 ",5/18/2026
,,,,,,,,,,,,,NXVPNST002050289697600,"  4,787 ",5/18/2026
,,,,,,,,,,,,,NXVPNST002050289817600,"  4,998 ",5/18/2026
,,,,,,,,,,,,,NXVPNST03N2230201E7600,"  4,998 ",5/18/2026
,,,,,,,,,,,,,NXVPNST00205028C9B7600,"  4,998 ",5/18/2026
,,,,,,,,,,,,,NXVPNST03N2230206B7600,"  4,997 ",5/18/2026
,,,,,,,,,,,,,NXVPNST03N223020327600,"  4,997 ",5/18/2026
,,,,,,,,,,,,,NXVPNST002050289A57600,"  4,900 ",5/15/2026
,,,,,,,,,,,,,NXVPNST00205028CE97600,"  4,900 ",5/9/2026
,,,,,,,,,,,,,NXVPNST002050289EB7600,"  5,500 ",7/7/2026
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,NXVPNST03N223020537600, à¸à¸´à¸ Password Bios ,
